FACILITYID,npl_prox
10001176,0.01842207293638645
10001177,0.012426903493793799
10001178,0.012458723826737114
10001180,0.0190715649527415
10001181,0.018906358654156866
10001182,0.01874239814609058
10001183,0.018767989254195164
10001184,0.016086762539972356
10001185,0.018529944323492607
10001186,0.10227921757316927
10001187,0.20025208258229557
10001191,0.11390977734990643
10001197,0.012758951946124576
10001199,0.012231464638922537
10001204,0.277024087649661
10001209,0.14793447311752292
10001210,0.013039496805779306
10001214,0.042554188020084066
10001216,0.036299345409463564
10001218,0.05952301912377528
10001221,0.039163740064610736
10001222,0.03884761480174978
10001223,0.014285257096849835
10001226,0.015197003461457116
10001231,0.20494154701124684
10001232,0.19237799076668424
10001233,0.0011874748343668402
10001235,0.02013614980348619
10001236,0.04185681391893359
10001237,0.01642109757336356
10001238,0.12162030823449788
10001239,0.15653321725371022
10001240,0.007671233844339343
10001241,0.003124481157788569
10001242,0.0031606544737174565
10001244,0.20804688116683695
10001246,0.006056259172089542
10001249,0.03558289068421607
10001265,0.08244139736660867
10001274,0.01842967289067825
10001275,0.0186340271605565
10001279,0.0169045339430536
10001283,0.07885044252917925
10001286,0.26294351928241955
10001293,0.027757448783712516
10001294,0.0169821955428167
10001295,0.052112323093584434
10001297,0.008597368523281478
10001298,0.052408704392299096
10001301,0.29255487716588474
10001302,0.035474224330968994
10001303,0.028889754979314224
10001306,0.005594687390670813
10001310,0.006760004377169675
10001318,0.008946598327434482
10001319,0.020264525251126306
10001320,0.02044198193128493
10001322,0.02474623673476581
10001324,0.11892877249566208
10001325,0.08847276648292712
10001330,0.148440879242104
10001331,0.174848749529528
10001333,0.06245470186563812
10001337,0.011341615057332848
10001341,0.011113776140025977
10001342,0.008849141218465554
10001345,0.03904769852138973
10001346,0.024997449362395174
10001357,0.05620641480912941
10001361,1.4464806688767626
10001362,1.6693282864691417
10001364,0.23796141496940268
10001366,0.08647260363286394
10001375,0.072433054009360065
10001382,0.07166000528418967
10001383,0.06879971504534522
10001384,0.04203353150279464
10001386,0.22324138316031655
10001387,0.021626064823023615
10001389,0.053906019872743315
10001391,0.1608774479847088
10001392,0.625030844646943
10001393,0.30805255686762834
10001396,0.25403596102209963
10001401,0.1935801307503099
10001404,0.045572129513361405
10001411,0.3404723687063101
10001414,0.09228410343395183
10001415,0.09347526135446405
10001421,0.02326947202955685
10001423,0.4696701356085129
10001424,0.09846523315355837
10001426,0.01082203619812233
10001432,0.027680486306908222
10001435,0.09800956753814319
10001437,0.03697710863554397
10001445,0.043200074598352046
10001448,0.14091357777659078
10001450,0.12923590050956069
10001454,0.020960468078999837
10001457,0.048459984709203166
10001458,0.015312450501565975
