FACILITYID,flood_risk_area_m2,flood_risk_percent
10005303,39152.31775886546,0.8246943021485088
10003757,93403.987939716,2.3380444728687784
10006196,41464.56901623587,0.9151089916885112
10005261,0,0
10001238,153219.33381635183,3.5413023395227823
10001346,275719.9660402313,5.5992008909306845
10006374,844446.3986985415,25.45476573577422
10006200,51033.66296694256,1.3852923672534843
10000006,57139.17084902416,1.142085554074236
10006177,0,0
10006175,98772.31741457268,2.011819576081606
10000100,558605.560261726,15.194880373063006
10006178,0,0
10001165,580287.7128591792,11.953133410502499
10001958,411362.04367815796,11.861712695482233
10000004,343920.12753734493,6.179285099123553
10006152,1699763.5875240206,29.15837074789535
10000613,147250.19288064764,3.199920263511935
10003615,NA,NA
10000624,0,0
10000141,2491484.228476274,48.318231434040065
10005694,NA,NA
10000603,360658.71800575446,9.504003533077885
10006173,299009.35438554635,5.735300206437003
10006174,97621.7725951875,2.404953411819391
10000257,NA,NA
10000136,NA,NA
10003616,NA,NA
10004922,894559.7224782988,22.28360315096332
10006194,0,0
10006148,1035763.5733848871,21.72038658837733
10001761,301941.89240037533,5.888541525540221
10004008,0,0
10000830,0,0
10000832,0,0
10000581,0,0
10005378,452200.43985983176,13.003552292936376
10000770,0,0
10000456,574104.3907039497,15.468968608480582
10000338,241298.40689632064,6.508510755280038
10003202,NA,NA
10004595,440850.9562974991,8.742859705567257
10001633,422475.43057645176,9.294586861690991
10001265,43745.363086590805,1.314397724542962
10004241,1385461.7667796346,32.36578531397562
10001320,508903.6486634022,11.07296505385624
10004921,1866511.8480415365,37.68303951394462
10003017,216894.59444398803,3.7181945684930087
10004923,1059661.0784132213,21.13484460420736
10006195,677303.6725827963,19.8185797609416
10004023,931078.6644023284,24.687281635538376
10004019,NA,NA
10004095,728521.2985778591,14.688717961401188
10004447,301135.5697386006,7.870577318356567
10001520,NA,NA
10002323,128809.26323631321,2.112540998463412
10004446,1219216.797193495,24.143535031487186
10000679,NA,NA
10001728,0,0
10003578,422059.4367851381,11.317707600488779
10001727,20191.701172504396,0.38573324145547067
10000189,886940.3843139502,17.053850052020984
10000680,NA,NA
10000550,356803.3404235295,9.52805075188422
10006172,NA,NA
10003066,67469.86639312864,1.4532350703293169
10006512,0,0
10000712,548057.5677580045,11.005317984860334
10003084,NA,NA
10001470,138972.05813581328,4.176615349348542
10000713,260146.61608590212,7.3241034443927155
10003067,21696.28338443897,0.4112087512714648
10001484,NA,NA
10004732,0,0
